speaker,vowel,context,word,F1,F2
ral139,e,nasal,INVENTED,-0.4808939174068565,0.5936942523623743
ral139,e,oral,ALREADY,0.7263619987951717,-0.34787486015257735
ral139,e,nasal,THEN,-0.010960262639018276,0.6758025753658892
ral139,i,oral,IT,-0.6950962344638245,0.4251588378698052
ral139,e,oral,REST,0.13846473033578735,-0.01142469250667893
ral139,i,nasal,IN,-0.03142671779381154,1.0107269505528242
ral139,e,oral,VERY,-0.7142379999645863,0.6319942291712578
ral139,i,oral,CONSIDERED,-1.0336206755516923,0.12020723319029471
ral139,i,nasal,IN,-0.44625328295392097,0.7938833951561404
ral139,i,oral,IT,-0.7368239585658313,0.8343039648740914
ral139,i,oral,IT,-1.0497156548481807,0.7295932247666175
ral139,e,oral,VERY,-1.0844887582665197,0.4298913805815043
ral139,e,oral,VERY,-0.9495028825206628,0.7964694840696369
ral139,i,oral,IT,-0.5643493656108698,0.5906426674444483
ral139,i,oral,LIVED,-0.5121565932420106,0.05271031254803491
ral139,e,oral,THEMSELVES,0.13727250964715818,0.10407003837007633
ral139,e,oral,VERY,-1.068460013452733,0.9585396762784647
ral139,i,nasal,IN,-0.9110206480710343,1.3647108010322295
ral139,i,oral,IT,-0.7431824689051846,1.304687677349975
ral139,i,nasal,IN,-1.7302749646071007,0.6970602262348301
ral139,i,oral,IF,-0.3190830761668524,0.6248307628808725
ral139,i,oral,IF,-0.8428653653710898,1.0924990819975855
ral139,i,oral,IT,-1.0187179169438327,1.6015189628411073
ral139,e,oral,REST,0.022223213194482297,-0.23600065375471743
ral139,i,nasal,IN,-0.8737968687927362,1.5547107535068203
ral139,e,oral,YOURSELF,-0.13859411080499762,-0.05039705243307148
ral139,e,nasal,RECOMMEND,-0.4298271312439245,0.9435662214693198
ral139,i,oral,IF,-0.8096156550548876,1.7099536709840164
ral139,e,nasal,THEN,0.04070263386822867,0.5528340475291292
ral139,i,nasal,INTIMIDATING,-0.15475532458418717,0.6944482764321992
ral139,e,oral,ACCEPTANCE,0.3211394336267943,0.5101118586781666
ral139,i,nasal,IN,-0.4027372278189707,1.6912562481394364
ral139,e,nasal,ANYTHING,-0.5740858345680049,0.7945040564953801
ral139,e,oral,VERY,-1.0289842617625804,0.6395197479095329
ral139,i,nasal,IN,-0.6835714344737464,0.7772031216640882
ral139,i,nasal,IN,0.08865639934418573,0.6492951640025497
ral139,i,oral,IT,-0.7201328689250287,0.7155507619663305
ral139,e,oral,GET,-0.036460538479133685,0.7159645361924908
ral139,i,nasal,IN,-1.0487883720903584,1.3822962056440065
ral139,i,nasal,IN,0.43440039904652716,0.444890696279784
ral139,e,oral,VERY,-0.6708544137950397,0.5279817330704273
ral139,e,oral,FRESH,-0.24046274520005542,0.28388080052549003
ral139,i,oral,THIS,-1.4293054752110392,0.22716787065251096
ral139,i,oral,DID,-0.257153834840858,0.6130899192135982
ral139,i,nasal,IN,-0.889626910158418,1.4510085880756085
ral139,e,nasal,ANYTHING,-0.2964308830829061,0.14992139480636987
ral139,e,nasal,THEN,-0.06295433155977291,1.301196457316755
ral139,e,oral,GET,-0.014139517808695103,0.8073310575063231
ral139,i,oral,THIS,-0.6947650620503164,0.5871773083003631
ral139,i,nasal,IN,-0.4748665794810109,0.7401703284228175
ral139,i,oral,IS,-1.230072151244632,1.5660378229479344
ral139,i,nasal,IN,-0.6028316000604983,1.9430120038683234
ral139,i,oral,IT,-0.5303048415022485,1.178486538371345
ral139,e,nasal,WENT,0.7236463850044065,0.04060741643287098
ral139,e,oral,MYSELF,-0.4836095311976218,0.21741831544862908
ral139,i,nasal,IN,-0.07196222120718958,0.9808317627128045
ral139,i,oral,PICKING,-1.1452920133865867,0.9279721053209352
ral139,e,oral,CORRECTLY,0.1758872130621901,0.01373795262164236
ral139,i,oral,WITH,-0.7089392413484586,0.14684394899930886
ral139,i,oral,IT,-0.32232856581923075,1.2431387612087583
ral139,i,nasal,IN,-1.0936291168793402,0.475406545459043
ral139,i,oral,IF,-1.2440476270946692,1.7912085846460777
ral139,i,oral,GIVE,-1.1237658065085674,0.6654323588227681
ral139,i,oral,MIDNIGHT,-0.5716351587080457,0.8158651509208609
ral139,i,oral,HIT,-0.7385460551160729,0.9509624357619202
ral139,i,oral,ILLNESS,-0.5596467173390565,0.7743584238592423
ral139,i,oral,IT,-0.39823328299526234,0.4313654512621971
ral139,e,oral,OURSELVES,-0.3900864416229657,0.2464083721689253
ral139,e,oral,DEVELOPING,0.10422150277906067,-0.4781620196145328
ral139,i,oral,WITH,-0.876777420514308,-0.011217805393599397
ral139,e,nasal,THEN,-0.07176351775908497,0.7239038291569244
ral139,i,oral,IT,-0.768550275779897,0.6878020279245127
ral139,e,oral,YET,0.48155935073006506,0.8237527221070258
ral139,i,oral,IT,-1.0779315444790614,1.4721886562771453
ral139,i,oral,IT,-0.9840772824908968,1.1754866752316884
ral139,i,oral,IS,-0.43505965537735053,0.4211504000538857
ral139,i,oral,HIS,-1.082303020337367,1.1399020917819767
ral139,i,nasal,IN,-1.2898156546414736,1.6036654166393092
ral139,i,oral,IS,-0.07428042810174566,1.0293209298408643
ral139,e,nasal,THEM,0.08945121313660494,0.5347055642455186
ral139,i,oral,IT,-0.17595035904869885,0.8975079779199467
ral139,e,nasal,THEM,0.03699350283693879,0.6227877526392103
ral139,i,oral,IT,-0.8097481240202907,0.24532221482525657
ral139,i,oral,WITH,-0.4165802347036049,0.07580408654555909
ral139,i,oral,IT,-1.1810586340454494,0.9997360726704639
ral139,i,nasal,INMATES,-0.6522425241558907,1.7807866463246873
ral139,i,oral,IF,0.2339748543914915,1.260775887598804
